106	2	background
106	3	background
106	4	clarification
106	5	background
106	6	background
106	7	background
106	8	background
106	9	clarification
106	10	background
107	2	background
107	3	elaboration
107	4	background
107	5	clarification
107	6	elaboration
107	7	background
107	8	background
108	2	instantiation
108	3	instantiation
108	4	background
108	5	background
108	6	definition
108	7	background
108	8	background
109	2	forward-looking
109	3	clarification
109	4	background
109	5	elaboration
109	6	elaboration
109	7	elaboration
110	2	background
110	3	background
110	4	clarification
110	5	background
110	6	background
110	7	background
110	8	background
110	9	background
110	10	elaboration
111	2	elaboration
111	3	background
111	4	clarification
111	5	background
111	6	definition
111	7	background
111	8	background
111	9	elaboration
111	10	background
111	11	background
112	2	elaboration
112	3	elaboration
112	4	elaboration
112	5	elaboration
112	6	background
112	7	background
112	8	elaboration
112	9	background
112	10	clarification
112	11	elaboration
113	2	
113	3	
113	4	
113	5	
113	6	
113	7	
113	8	
113	9	
113	10	
113	11	
113	12	
113	13	
114	2	
114	3	
114	4	
114	5	
114	6	
114	7	
114	8	
114	9	
115	2	
115	3	
115	4	
115	5	
115	6	
115	7	
115	8	
115	9	
115	10	
115	11	
116	2	
116	3	
116	4	
116	5	
116	6	
116	7	
116	8	
117	2	
117	3	
117	4	
117	5	
117	6	
117	7	
117	8	
117	9	
117	10	
118	2	
118	3	
118	4	
118	5	
118	6	
118	7	
118	8	
118	9	
118	10	
118	11	
119	2	
119	3	
119	4	
119	5	
119	6	
119	7	
119	8	
119	9	
120	2	
120	3	
120	4	
120	5	
120	6	
121	2	
121	3	
121	4	
121	5	
121	6	
121	7	
121	8	
121	9	
122	2	
122	3	
122	4	
122	5	
122	6	
122	7	
122	8	
123	2	
123	3	
123	4	
123	5	
123	6	
123	7	
123	8	
123	9	
124	2	
124	3	
124	4	
124	5	
124	6	
124	7	
124	8	
124	9	
124	10	
124	11	
125	2	
125	3	
125	4	
125	5	
125	6	
126	2	
126	3	
126	4	
126	5	
126	6	
127	2	
127	3	
127	4	
127	5	
127	6	
127	7	
127	8	
127	9	
128	2	
128	3	
128	4	
128	5	
128	6	
128	7	
128	8	
128	9	
128	10	
129	2	
129	3	
129	4	
129	5	
129	6	
129	7	
129	8	
129	9	
129	10	
130	2	
130	3	
130	4	
130	5	
130	6	
130	7	
130	8	
130	9	
131	2	
131	3	
131	4	
131	5	
131	6	
131	7	
131	8	
131	9	
131	10	
132	1-3	
132	1-5	
132	1-7	
132	2-1	
132	2-3	
132	2-5	
132	2-7	
132	2-9	
132	2-11	
132	2-13	
132	3-1	
132	3-3	
132	3-5	
132	3-7	
133	1-3	
133	1-5	
133	1-7	
133	3-2	
133	3-4	
133	3-6	
133	3-8	
133	2-1	
133	2-3	
134	2-1	
134	3-1	
134	3-3	
134	3-5	
134	4-2	
134	4-4	
134	1-3	
134	1-5	
134	1-7	
134	1-9	
134	1-11	
134	1-13	
134	2-3	
135	1-3	
135	1-5	
135	1-7	
135	3-1	
135	3-3	
135	3-5	
135	2-1	
135	2-3	
135	2-5	
135	2-7	
135	2-9	
135	2-11	
135	4-1	
136	1-3	
136	1-5	
136	1-7	
136	1-9	
136	1-11	
136	1-13	
136	2-1	
136	2-3	
136	2-5	
137	1-3	
137	1-5	
137	1-7	
137	1-9	
137	1-11	
138	1-3	
138	1-5	
138	1-7	
138	1-9	
138	1-11	
139	2-1	
139	2-3	
139	2-5	
139	2-7	
139	2-9	
139	2-11	
139	2-13	
139	2-15	
139	2-17	
139	2-19	
139	1-3	
139	1-5	
139	1-7	
140	1-3	
140	1-5	
140	1-7	
140	4-2	
140	4-4	
140	4-6	
140	4-8	
140	4-10	
140	4-12	
140	4-14	
140	4-16	
140	2-1	
140	2-3	
140	2-5	
140	1-9	
140	1-11	
140	3-1	
140	3-3	
141	1-3	
141	1-5	
141	2-1	
141	2-3	
141	2-5	
141	2-7	
141	2-9	
141	2-11	
141	2-13	
142	1-3	
142	2-2	
142	3-1	
142	3-3	
142	3-5	
142	7-1	
142	4-1	
142	2-4	
142	6-1	
142	6-3	
142	5-1	
142	5-3	
142	8-1	
142	9-1	
142	5-5	
142	5-7	
142	5-9	
142	1-5	
143	1-3	
143	1-5	
143	1-7	
143	1-9	
143	1-11	
143	1-13	
143	1-15	
143	1-17	
143	1-19	
144	1-3	
144	1-5	
144	2-1	
144	2-3	
144	2-5	
144	2-7	
144	2-9	
144	2-11	
144	2-13	
144	2-15	
144	2-17	
144	3-1	
145	1-3	
145	1-5	
145	1-7	
145	2-1	
145	2-3	
145	2-5	
146	1-3	
146	1-5	
146	1-7	
146	1-9	
146	1-11	
147	1-3	
147	1-5	
147	1-7	
147	1-9	
147	1-11	
147	1-13	
147	2-1	
147	2-3	
147	2-5	
147	1-15	
148	1-3	
148	1-5	
148	1-7	
148	1-9	
148	2-1	
148	2-3	
148	2-5	
149	1-3	
149	1-5	
149	3-1	
149	3-3	
149	3-5	
149	4-1	
149	2-1	
149	2-3	
149	2-5	
149	2-7	
149	3-7	
149	3-9	
